objective_eval,train_task_ce,train_total_objective
1.0,3.2098803520202637,3.2119052410125732
2.0,3.0461997985839844,3.048218250274658
3.0,2.4026031494140625,2.4046013355255127
4.0,2.218562126159668,2.2205708026885986
5.0,1.9578336477279663,1.9598677158355713
6.0,1.1279420852661133,1.1306426525115967
7.0,0.7584244012832642,0.7621294260025024
8.0,0.5765950679779053,0.581127405166626
9.0,0.46490415930747986,0.4708746075630188
10.0,0.4007846415042877,0.4087822437286377
11.0,0.3628576695919037,0.37547096610069275
12.0,0.333871454000473,0.3478688597679138
13.0,0.3207498788833618,0.336602121591568
14.0,0.3109318017959595,0.32898545265197754
15.0,0.29430609941482544,0.31589168310165405
16.0,0.27949047088623047,0.3081376552581787
17.0,0.25127559900283813,0.2822917699813843
18.0,0.23395268619060516,0.2654438614845276
19.0,0.2155335694551468,0.24653521180152893
20.0,0.2031661719083786,0.2335105687379837
21.0,0.18868499994277954,0.21830487251281738
22.0,0.17265866696834564,0.20301023125648499
23.0,0.1636015921831131,0.19517047703266144
24.0,0.15631750226020813,0.18839728832244873
25.0,0.14413534104824066,0.1782243251800537
26.0,0.13518120348453522,0.17133967578411102
27.0,0.12498430907726288,0.1642845720052719
28.0,0.11552027612924576,0.15754958987236023
29.0,0.10562838613986969,0.15070763230323792
30.0,0.0992303118109703,0.14605629444122314
31.0,0.09534581005573273,0.142894446849823
32.0,0.09224195778369904,0.1395656317472458
33.0,0.0895734429359436,0.13566619157791138
34.0,0.08778074383735657,0.1330394297838211
35.0,0.08584084361791611,0.13147088885307312
36.0,0.0831529051065445,0.1300363838672638
37.0,0.08045855164527893,0.12842008471488953
38.0,0.07766245305538177,0.1264575570821762
39.0,0.07636164128780365,0.12526220083236694
40.0,0.07592833042144775,0.12437482178211212
41.0,0.07559727132320404,0.12334708869457245
42.0,0.07450925558805466,0.1219465434551239
43.0,0.07304027676582336,0.12048886716365814
44.0,0.07195387035608292,0.11977511644363403
45.0,0.07103415578603745,0.1192849650979042
46.0,0.06998125463724136,0.11866699159145355
47.0,0.06902273744344711,0.11791560053825378
48.0,0.06856527179479599,0.11738064885139465
49.0,0.06849874556064606,0.11710621416568756
50.0,0.0684940293431282,0.11687484383583069
51.0,0.06842055916786194,0.11655066162347794
52.0,0.06815215200185776,0.11614379286766052
53.0,0.06764113157987595,0.11576254665851593
54.0,0.06706023961305618,0.11550964415073395
55.0,0.06661608815193176,0.11535864323377609
56.0,0.0663137137889862,0.11525537073612213
57.0,0.06612245738506317,0.11516717076301575
58.0,0.0659772977232933,0.11507610976696014
59.0,0.06590434908866882,0.11499439179897308
60.0,0.06586134433746338,0.11489266157150269
61.0,0.0658392682671547,0.11479081213474274
62.0,0.06582025438547134,0.11469848453998566
63.0,0.06585856527090073,0.11461740732192993
64.0,0.06600721180438995,0.11452972888946533
65.0,0.06601648777723312,0.11442811787128448
66.0,0.06629251688718796,0.11436575651168823
67.0,0.06546272337436676,0.11433225870132446
68.0,0.06554296612739563,0.11427543312311172
69.0,0.06540115922689438,0.11421860009431839
70.0,0.06500893086194992,0.1141500473022461
71.0,0.06459806859493256,0.11410628259181976
72.0,0.0645570233464241,0.11406876891851425
73.0,0.06461527198553085,0.11404743790626526
74.0,0.06469480693340302,0.11403246223926544
75.0,0.06491058319807053,0.1139906495809555
76.0,0.06516989320516586,0.11395072937011719
77.0,0.065056212246418,0.11394202709197998
78.0,0.06503736972808838,0.11390381306409836
79.0,0.06500871479511261,0.11389227211475372
80.0,0.06488383561372757,0.11386978626251221
81.0,0.06484109908342361,0.11384917795658112
82.0,0.0647803544998169,0.11383230984210968
83.0,0.06472881138324738,0.11382054537534714
84.0,0.06469850987195969,0.11381213366985321
85.0,0.06460778415203094,0.11379702389240265
86.0,0.06454531848430634,0.1137736439704895
87.0,0.06452113389968872,0.11376385390758514
88.0,0.06460175663232803,0.11375725269317627
89.0,0.06471750140190125,0.11374853551387787
90.0,0.06493426859378815,0.11374051868915558
91.0,0.06495402008295059,0.11373608559370041
92.0,0.06493376940488815,0.11373315751552582
93.0,0.0648672804236412,0.11372927576303482
94.0,0.06475192308425903,0.11372318863868713
95.0,0.06464045494794846,0.11371766030788422
96.0,0.06462857872247696,0.11371449381113052
97.0,0.06463739275932312,0.11370952427387238
98.0,0.06469875574111938,0.11370663344860077
99.0,0.0647534504532814,0.11370453238487244
100.0,0.0647854134440422,0.113702692091465
